City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
263,Beipiao,CN,2021-02-15 02:57:01,41.7919,120.7792,16.45,69,0,11.72,clear sky
264,San Juan,AR,2021-02-15 02:57:41,-31.5375,-68.5364,73.2,53,51,23.98,broken clouds
265,Cidreira,BR,2021-02-15 02:57:42,-30.1811,-50.2056,69.94,87,100,6.62,overcast clouds
266,Hammond,US,2021-02-15 02:57:42,41.5834,-87.5,5.0,78,90,6.91,light snow
267,Teseney,ER,2021-02-15 02:57:42,15.11,36.6575,70.63,56,0,8.08,clear sky
268,Namatanai,PG,2021-02-15 02:57:42,-3.6667,152.4333,85.41,69,31,8.1,light rain
269,Alice Springs,AU,2021-02-15 02:57:41,-23.7,133.8833,87.8,18,0,14.97,clear sky
270,Dongsheng,CN,2021-02-15 02:57:43,39.8161,109.9776,27.07,67,0,20.69,clear sky
271,Grand-Santi,GF,2021-02-15 02:57:43,4.25,-54.3833,70.12,95,100,3.0,overcast clouds
272,Eastbourne,GB,2021-02-15 02:57:43,50.7687,0.2845,45.0,89,100,5.99,overcast clouds
273,Hithadhoo,MV,2021-02-15 02:57:43,-0.6,73.0833,82.4,75,40,8.25,scattered clouds
274,Waddan,LY,2021-02-15 02:57:44,29.1614,16.139,47.71,83,0,14.85,clear sky
275,Mafeteng,LS,2021-02-15 02:57:44,-29.823,27.2374,61.63,82,6,3.76,clear sky
276,Praya,CV,2021-02-15 02:57:44,14.9215,-23.5087,69.8,60,20,13.8,few clouds
277,Chernyshevskiy,RU,2021-02-15 02:57:44,63.0128,112.4714,-29.29,85,2,3.22,clear sky
278,Westport,US,2021-02-15 02:57:44,41.1415,-73.3579,34.0,50,100,6.71,overcast clouds
279,Viljoenskroon,ZA,2021-02-15 02:57:45,-27.2084,26.9485,64.99,89,34,1.86,scattered clouds
280,Kochevo,RU,2021-02-15 02:57:45,59.5994,54.3125,-4.4,91,97,4.52,overcast clouds
281,Marshall,US,2021-02-15 02:57:19,34.3834,-86.3333,36.0,100,90,3.44,overcast clouds
282,Buala,SB,2021-02-15 02:57:45,-8.145,159.5921,83.86,77,81,8.61,moderate rain
283,Tabory,RU,2021-02-15 02:57:45,58.5198,64.5495,1.6,94,97,4.09,light snow
284,Oga,IT,2021-02-15 02:57:45,46.4631,10.347,25.0,78,0,1.14,clear sky
285,Ulaangom,MN,2021-02-15 02:57:46,49.9811,92.0667,-4.88,90,89,0.72,overcast clouds
286,San Quintin,MX,2021-02-15 02:57:46,30.4833,-115.95,57.38,71,36,14.65,scattered clouds
287,Fare,PF,2021-02-15 02:57:46,-16.7,-151.0167,82.0,73,50,10.33,scattered clouds
288,Yellowknife,CA,2021-02-15 02:57:46,62.456,-114.3525,-7.01,84,1,9.22,clear sky
289,Boyolangu,ID,2021-02-15 02:57:47,-8.1181,111.8935,85.44,64,73,0.65,broken clouds
290,Chaozhou,CN,2021-02-15 02:57:47,23.6651,116.6379,73.4,43,0,4.47,clear sky
291,Columbus,US,2021-02-15 02:53:30,39.9612,-82.9988,21.2,73,75,14.97,broken clouds
292,Brae,GB,2021-02-15 02:57:47,60.3964,-1.353,44.6,87,39,19.57,scattered clouds
293,Svetlyy,RU,2021-02-15 02:57:47,54.675,20.1347,28.99,100,75,2.24,light snow
294,Jiaojiang,CN,2021-02-15 02:57:47,28.6803,121.4428,64.99,67,0,6.46,clear sky
295,Labuhan,ID,2021-02-15 02:57:47,-6.8844,112.2051,83.26,74,67,7.34,broken clouds
296,Acapulco,MX,2021-02-15 02:56:08,16.8634,-99.8901,75.2,60,1,8.05,clear sky
297,Plouzane,FR,2021-02-15 02:57:48,48.3833,-4.6167,53.6,100,90,21.85,mist
298,Kemijarvi,FI,2021-02-15 02:57:48,66.7131,27.4306,9.86,95,100,7.16,overcast clouds
299,Ipixuna,BR,2021-02-15 02:57:53,-1.7625,-48.8043,77.0,94,75,3.44,broken clouds
300,Guerrero Negro,MX,2021-02-15 02:57:53,27.9769,-114.0611,57.97,74,44,14.85,scattered clouds
301,Nagua,DO,2021-02-15 02:57:54,19.3832,-69.8474,73.0,88,0,4.0,clear sky
302,Kirakira,SB,2021-02-15 02:57:54,-10.4544,161.9205,84.45,77,72,11.7,broken clouds
303,Klaksvik,FO,2021-02-15 02:57:54,62.2266,-6.589,46.4,87,75,25.32,broken clouds
304,Nkpor,NG,2021-02-15 02:57:54,6.1516,6.8446,76.53,85,25,3.83,scattered clouds
305,Coria,ES,2021-02-15 02:57:54,39.9879,-6.5377,48.0,84,63,9.15,broken clouds
306,Awbari,LY,2021-02-15 02:57:55,26.5921,12.7805,49.77,72,0,9.8,clear sky
307,Codrington,AU,2021-02-15 02:57:55,-38.2667,141.9667,68.7,61,100,12.84,overcast clouds
308,Corinto,GR,2021-02-15 02:54:01,37.9407,22.9573,37.99,62,100,4.0,overcast clouds
309,Nuevo Progreso,MX,2021-02-15 02:57:55,23.1667,-97.95,50.0,68,33,5.99,scattered clouds
310,Skibbereen,IE,2021-02-15 02:57:55,51.55,-9.2667,48.2,93,75,17.27,broken clouds
311,Saskylakh,RU,2021-02-15 02:57:55,71.9167,114.0833,-20.22,85,100,14.18,overcast clouds
312,Longyearbyen,SJ,2021-02-15 02:57:55,78.2186,15.6401,19.4,73,75,8.05,light snow
313,Flin Flon,CA,2021-02-15 02:57:56,54.7682,-101.865,-8.05,90,83,5.35,broken clouds
314,Kavieng,PG,2021-02-15 02:57:56,-2.5744,150.7967,84.69,73,6,9.71,clear sky
315,Aykhal,RU,2021-02-15 02:57:56,66.0,111.5,-28.5,82,100,9.06,overcast clouds
316,Bukachacha,RU,2021-02-15 02:57:56,52.9833,116.9167,-7.51,82,55,3.31,broken clouds
317,Charlestown,AU,2021-02-15 02:57:56,-32.95,151.6667,73.0,74,92,1.99,overcast clouds
318,Pokrovsk,UA,2021-02-15 02:57:57,48.282,37.1758,11.28,96,43,4.05,scattered clouds
319,Sao Jose Da Coroa Grande,BR,2021-02-15 02:57:57,-8.8978,-35.1478,78.3,85,75,9.64,broken clouds
320,Jacareacanga,BR,2021-02-15 02:57:58,-6.2222,-57.7528,72.79,97,100,0.22,overcast clouds
321,Great Yarmouth,GB,2021-02-15 02:57:58,52.6083,1.7305,37.99,100,75,13.8,broken clouds
322,Kolondieba,ML,2021-02-15 02:57:58,11.0882,-6.8926,78.94,27,29,3.24,scattered clouds
323,Seoul,KR,2021-02-15 02:57:58,37.5683,126.9778,37.4,75,75,14.97,broken clouds
324,Quixada,BR,2021-02-15 02:55:11,-4.9714,-39.0153,74.95,91,100,4.14,overcast clouds
325,Lompoc,US,2021-02-15 02:57:59,34.6391,-120.4579,53.6,76,1,16.11,clear sky
326,Ape,LV,2021-02-15 02:57:59,57.5393,26.6929,2.61,94,86,4.5,overcast clouds
327,Coruripe,BR,2021-02-15 02:57:59,-10.1256,-36.1756,76.53,80,9,8.21,clear sky
328,Vanavara,RU,2021-02-15 02:57:59,60.34,102.2797,-27.58,82,0,1.9,clear sky
329,Kilimatinde,TZ,2021-02-15 02:57:59,-5.85,34.95,62.83,96,63,1.28,light rain
330,Moose Jaw,CA,2021-02-15 02:58:00,50.4001,-105.5344,-18.4,69,0,5.75,clear sky
331,Uyskoye,RU,2021-02-15 02:58:00,54.3775,60.0047,-0.33,89,0,10.2,clear sky
332,Victoria,HK,2021-02-15 02:55:41,22.2855,114.1577,75.0,62,9,4.38,clear sky
333,Bastrop,US,2021-02-15 02:58:00,32.7562,-91.8724,21.0,79,90,5.75,light snow
334,Luanda,AO,2021-02-15 02:58:00,-8.8368,13.2343,76.66,86,100,8.63,overcast clouds
335,Meulaboh,ID,2021-02-15 02:54:21,4.1363,96.1285,84.25,70,44,3.31,scattered clouds
336,Vao,NC,2021-02-15 02:58:01,-22.6667,167.4833,80.19,75,1,5.84,clear sky
337,Pimentel,PE,2021-02-15 02:58:01,-6.8367,-79.9342,72.0,88,44,3.0,scattered clouds
338,Nome,US,2021-02-15 02:58:01,64.5011,-165.4064,23.0,50,90,14.97,overcast clouds
339,Artyom,AZ,2021-02-15 02:58:01,40.4723,50.333,42.8,87,75,9.22,broken clouds
340,Yamada,JP,2021-02-15 02:58:01,39.4667,141.95,51.73,89,100,12.64,light rain
341,Kainantu,PG,2021-02-15 02:58:02,-6.2887,145.8655,74.89,73,95,2.44,overcast clouds
342,Tiznit,MA,2021-02-15 02:58:02,29.5833,-9.5,61.29,31,0,7.05,clear sky
343,Novaya Bryan,RU,2021-02-15 02:58:02,51.7159,108.2691,5.0,56,40,8.95,scattered clouds
344,Tura,IN,2021-02-15 02:58:02,25.5198,90.2201,72.32,36,0,3.27,clear sky
345,Kaitangata,NZ,2021-02-15 02:58:03,-46.2817,169.8464,59.0,75,93,20.0,overcast clouds
346,Waingapu,ID,2021-02-15 02:58:03,-9.6567,120.2641,85.01,68,100,8.46,overcast clouds
347,Mega,ET,2021-02-15 02:58:03,4.05,38.3,60.75,48,0,9.51,clear sky
348,Sanger,US,2021-02-15 02:58:04,36.708,-119.556,55.4,66,20,3.44,few clouds
349,Forestville,US,2021-02-15 02:58:04,38.8451,-76.875,37.4,75,90,4.61,overcast clouds
350,Sakakah,SA,2021-02-15 02:58:04,29.9697,40.2064,57.2,54,0,3.44,clear sky
351,Pitsunda,GE,2021-02-15 02:58:04,43.1592,40.3378,39.2,93,90,4.47,light rain
352,Salta,AR,2021-02-15 02:58:05,-24.7859,-65.4117,68.0,83,40,3.44,scattered clouds
353,Padang,ID,2021-02-15 02:54:45,-0.9492,100.3543,84.2,79,20,2.3,few clouds
354,Sao Joao Da Barra,BR,2021-02-15 02:53:05,-21.6403,-41.0511,76.33,87,100,11.25,overcast clouds
355,Buin,CL,2021-02-15 02:58:05,-33.7333,-70.75,68.0,72,0,10.36,clear sky
356,Hami,CN,2021-02-15 02:58:05,42.8,93.45,35.42,70,33,1.88,scattered clouds
357,Port-Gentil,GA,2021-02-15 02:58:05,-0.7193,8.7815,81.45,80,100,13.96,light rain
358,Alappuzha,IN,2021-02-15 02:58:06,9.49,76.3264,77.77,77,57,7.38,broken clouds
359,Nyurba,RU,2021-02-15 02:58:06,63.2842,118.3319,-21.6,86,86,5.48,overcast clouds
360,Atar,MR,2021-02-15 02:58:06,20.5169,-13.0499,66.09,26,0,10.6,clear sky
361,Teya,RU,2021-02-15 02:58:06,60.3778,92.6267,-17.18,83,70,2.28,broken clouds
362,Cabedelo,BR,2021-02-15 02:58:02,-6.9811,-34.8339,78.8,89,20,5.75,few clouds
363,Kavaratti,IN,2021-02-15 02:58:06,10.5669,72.642,80.76,61,47,6.2,scattered clouds
364,Grindavik,IS,2021-02-15 02:58:06,63.8424,-22.4338,37.4,100,75,8.05,broken clouds
365,Pechenga,RU,2021-02-15 02:58:07,69.5259,31.1703,5.0,92,90,11.5,light snow
366,Hastings,GB,2021-02-15 02:58:07,50.8552,0.5729,43.0,87,90,16.11,overcast clouds
367,Caravelas,BR,2021-02-15 02:58:07,-17.7125,-39.2481,75.09,83,100,5.95,overcast clouds
368,Ghanzi,BW,2021-02-15 02:55:07,-21.5667,21.7833,67.59,80,76,10.11,broken clouds
369,Batemans Bay,AU,2021-02-15 02:54:45,-35.7167,150.1833,70.0,68,52,8.01,broken clouds
370,Maravilha,BR,2021-02-15 02:58:07,-26.7608,-53.1725,66.99,85,0,3.0,clear sky
371,Pakala,IN,2021-02-15 02:58:08,13.4667,79.1167,66.2,88,20,3.0,mist
372,Ribeira Grande,PT,2021-02-15 02:58:08,38.5167,-28.7,54.28,61,100,31.61,overcast clouds
373,Saint-Leu,RE,2021-02-15 02:58:08,-21.15,55.2833,75.99,61,100,1.92,overcast clouds
374,College,US,2021-02-15 02:58:08,64.8569,-147.8028,-0.99,77,1,1.39,clear sky
375,Lima,PE,2021-02-15 02:53:56,-12.0432,-77.0282,73.4,68,0,13.8,clear sky
376,Ishigaki,JP,2021-02-15 02:58:09,24.3448,124.1572,69.8,64,75,13.8,broken clouds
377,Itoman,JP,2021-02-15 02:58:09,26.1247,127.6694,69.8,56,40,18.41,scattered clouds
378,Zhigansk,RU,2021-02-15 02:58:09,66.7697,123.3711,-21.14,85,100,6.8,overcast clouds
379,Birao,CF,2021-02-15 02:58:09,10.2849,22.7882,71.74,23,53,6.33,broken clouds
380,Bonnyville,CA,2021-02-15 02:58:10,54.2668,-110.735,-7.6,49,20,9.22,few clouds
381,Japura,ID,2021-02-15 02:58:10,-0.3167,102.35,84.0,66,42,4.97,scattered clouds
382,Dunmore Town,BS,2021-02-15 02:58:10,25.5,-76.65,76.03,86,0,17.81,clear sky
383,Hovd,MN,2021-02-15 02:58:10,48.0056,91.6419,16.43,79,0,1.7,clear sky
384,Tomatlan,MX,2021-02-15 02:58:10,19.9333,-105.25,60.8,80,0,4.18,clear sky
385,Carnot,CF,2021-02-15 02:58:10,4.9409,15.8665,66.58,37,97,2.3,overcast clouds
386,Vardo,NO,2021-02-15 02:58:11,70.3705,31.1107,24.87,92,100,1.45,light snow
387,Richards Bay,ZA,2021-02-15 02:58:11,-28.783,32.0377,74.82,93,78,3.33,light rain
388,Broken Hill,AU,2021-02-15 02:58:11,-31.95,141.4333,84.2,28,0,10.36,clear sky
389,Yuryevets,RU,2021-02-15 02:58:12,57.3201,43.1041,-4.76,91,82,9.73,broken clouds
390,La Ronge,CA,2021-02-15 02:58:12,55.1001,-105.2842,-14.8,76,0,2.3,clear sky
391,Balikpapan,ID,2021-02-15 02:58:12,-1.2675,116.8289,84.2,84,20,4.61,few clouds
392,Haines Junction,CA,2021-02-15 02:58:12,60.7522,-137.5108,-16.6,76,13,0.65,few clouds
393,Whitianga,NZ,2021-02-15 02:58:12,-36.8333,175.7,71.01,99,100,11.01,overcast clouds
394,Fairbanks,US,2021-02-15 02:53:43,64.8378,-147.7164,0.0,84,1,1.14,clear sky
395,Galle,LK,2021-02-15 02:58:13,6.0367,80.217,79.95,80,50,4.34,scattered clouds
396,Christchurch,NZ,2021-02-15 02:56:23,-43.5333,172.6333,69.8,60,20,16.11,few clouds
397,Reitz,ZA,2021-02-15 02:58:13,-27.8014,28.4273,60.48,95,90,4.74,overcast clouds
398,Noumea,NC,2021-02-15 02:58:13,-22.2763,166.4572,86.0,66,20,12.66,few clouds
399,Kapoeta,SS,2021-02-15 02:58:13,4.7717,33.5903,82.54,39,95,15.88,overcast clouds
400,Caconda,AO,2021-02-15 02:58:13,-13.7333,15.0667,54.1,77,88,0.29,overcast clouds
401,Clovis,US,2021-02-15 02:58:14,36.8252,-119.7029,55.4,50,75,11.5,broken clouds
402,Bundaberg,AU,2021-02-15 02:58:14,-24.85,152.35,82.0,61,90,21.85,overcast clouds
403,Kutum,SD,2021-02-15 02:58:14,14.2,24.6667,56.95,34,0,5.41,clear sky
404,Tessalit,ML,2021-02-15 02:58:14,20.1986,1.0114,65.68,22,0,5.53,clear sky
405,Jumla,NP,2021-02-15 02:58:14,29.2747,82.1838,45.07,53,12,1.1,few clouds
406,Weihe,CN,2021-02-15 02:58:14,32.9952,105.3247,46.4,46,100,5.1,overcast clouds
407,Surab,PK,2021-02-15 02:58:15,28.4914,66.2585,45.79,43,0,4.85,clear sky
408,Manggar,ID,2021-02-15 02:58:15,-2.8833,108.2667,83.59,68,100,11.32,overcast clouds
409,Vredendal,ZA,2021-02-15 02:58:15,-31.6683,18.5012,60.51,76,1,16.02,clear sky
410,Luderitz,NA,2021-02-15 02:58:15,-26.6481,15.1594,65.68,71,0,20.87,clear sky
411,Grand-Lahou,CI,2021-02-15 02:58:15,5.1367,-5.0242,78.91,91,86,8.7,overcast clouds
412,Jutai,BR,2021-02-15 02:58:16,-5.1833,-68.9,74.39,97,97,3.2,overcast clouds
413,Pisco,PE,2021-02-15 02:58:16,-13.7,-76.2167,71.6,78,40,10.36,scattered clouds
414,Ocos,GT,2021-02-15 02:58:16,14.5094,-92.1933,71.6,100,20,9.42,few clouds
415,Bentiu,SS,2021-02-15 02:58:16,9.2333,29.8333,72.66,22,19,5.55,few clouds
416,Salinopolis,BR,2021-02-15 02:58:16,-0.6136,-47.3561,78.73,86,100,12.03,light rain
417,Yulara,AU,2021-02-15 02:58:16,-25.2406,130.9889,89.6,18,21,16.11,few clouds
418,Fort Dix,US,2021-02-15 02:58:16,40.0298,-74.6185,35.01,86,90,4.05,overcast clouds
419,Ambon,ID,2021-02-15 02:58:17,-3.6954,128.1814,89.6,62,20,9.22,few clouds
420,Tacuarembo,UY,2021-02-15 02:58:17,-31.7333,-55.9833,66.11,85,68,1.12,broken clouds
421,Masoko,TZ,2021-02-15 02:58:17,-9.3333,33.75,70.07,66,100,4.79,overcast clouds
422,Lorengau,PG,2021-02-15 02:58:17,-2.0226,147.2712,83.59,75,100,5.82,overcast clouds
423,Olafsvik,IS,2021-02-15 02:58:17,64.8945,-23.7142,40.62,77,100,9.42,overcast clouds
424,Bailieborough,IE,2021-02-15 02:58:18,53.9167,-6.9667,43.0,89,26,3.0,scattered clouds
425,Nisia Floresta,BR,2021-02-15 02:58:18,-6.0911,-35.2086,80.6,78,0,8.05,clear sky
426,Santa Marta,CO,2021-02-15 02:58:18,11.2408,-74.199,84.2,61,45,9.22,scattered clouds
427,Kankakee,US,2021-02-15 02:58:18,41.15,-87.8667,1.4,85,75,12.66,broken clouds
428,Talnakh,RU,2021-02-15 02:58:19,69.4865,88.3972,-30.75,81,15,7.56,few clouds
429,Altay,CN,2021-02-15 02:58:19,47.8667,88.1167,16.72,74,0,1.41,clear sky
430,Markova,UA,2021-02-15 02:58:19,48.6758,24.4138,20.26,95,100,7.76,light snow
431,San Carlos Del Zulia,VE,2021-02-15 02:58:19,9.0,-71.9135,77.59,81,61,3.56,broken clouds
432,Taltal,CL,2021-02-15 02:58:19,-25.4,-70.4833,65.71,77,12,2.93,few clouds
433,Altamira,BR,2021-02-15 02:55:20,-3.2033,-52.2064,73.38,98,100,5.32,light rain
434,Hobyo,SO,2021-02-15 02:58:20,5.3505,48.5268,77.76,74,75,15.37,broken clouds
435,Tadine,NC,2021-02-15 02:58:20,-21.55,167.8833,84.2,65,4,3.58,clear sky
436,Los Llanos De Aridane,ES,2021-02-15 02:58:20,28.6585,-17.9182,63.0,82,0,9.22,clear sky
437,Asfi,MA,2021-02-15 02:58:20,32.2994,-9.2372,63.77,67,0,3.27,clear sky
438,Rio Gallegos,AR,2021-02-15 02:57:16,-51.6226,-69.2181,55.4,38,40,4.61,scattered clouds
439,Tsiroanomandidy,MG,2021-02-15 02:58:21,-18.7667,46.0333,66.38,95,100,2.77,overcast clouds
440,Portland,US,2021-02-15 02:55:57,45.5234,-122.6762,33.01,86,90,17.27,light rain
441,Macas,EC,2021-02-15 02:58:21,-2.3167,-78.1167,67.95,79,32,2.59,scattered clouds
442,Kurchum,KZ,2021-02-15 02:58:21,48.5722,83.6542,1.62,86,2,1.74,clear sky
443,Megion,RU,2021-02-15 02:58:21,61.0296,76.1136,10.4,85,90,13.42,snow
444,Tazovskiy,RU,2021-02-15 02:58:21,67.4667,78.7,-25.87,84,99,17.54,overcast clouds
445,Synya,RU,2021-02-15 02:58:22,65.3718,58.0387,-11.56,90,99,2.75,overcast clouds
446,Canakkale,TR,2021-02-15 02:58:22,40.0833,26.8333,30.2,74,90,17.27,snow
447,Baherden,TM,2021-02-15 02:54:27,38.4362,57.4316,50.79,47,74,5.48,broken clouds
448,Shelburne,CA,2021-02-15 02:58:22,44.0787,-80.2041,19.99,89,100,6.78,overcast clouds
449,Bo Phloi,TH,2021-02-15 02:58:22,14.3236,99.5161,87.01,42,91,4.97,overcast clouds
450,Tiksi,RU,2021-02-15 02:58:22,71.6872,128.8694,-19.41,88,100,4.99,overcast clouds
451,Clarence Town,AU,2021-02-15 02:58:23,-32.5833,151.7833,73.99,64,90,25.32,overcast clouds
452,Iqaluit,CA,2021-02-15 02:58:23,63.7506,-68.5145,-4.0,77,75,9.22,light snow
453,Port Antonio,JM,2021-02-15 02:58:23,18.18,-76.4612,80.6,69,20,20.71,few clouds
454,Diffa,NE,2021-02-15 02:58:23,13.3154,12.6113,69.71,21,0,9.35,clear sky
455,Rockport,US,2021-02-15 02:58:23,28.0206,-97.0544,30.2,93,90,25.32,overcast clouds
456,Kinkala,CG,2021-02-15 02:58:23,-4.3614,14.7644,77.0,83,40,4.88,light rain
457,Jiaohe,CN,2021-02-15 02:58:23,43.7286,127.3447,8.17,86,91,9.35,overcast clouds
458,Kolar,IN,2021-02-15 02:58:24,13.1333,78.1333,75.99,88,20,1.74,mist
459,Pottsville,US,2021-02-15 02:58:24,40.6857,-76.1955,30.99,82,100,4.0,overcast clouds
460,Ushtobe,KZ,2021-02-15 02:58:24,45.2514,77.9838,26.91,89,0,3.76,clear sky
461,Oktyabrskiy,RU,2021-02-15 02:58:24,54.4815,53.471,-2.81,91,89,9.46,overcast clouds
462,Malatya,TR,2021-02-15 02:58:24,38.5,38.0,37.4,87,0,3.44,clear sky
463,Nouadhibou,MR,2021-02-15 02:58:25,20.931,-17.0347,64.4,72,0,18.41,clear sky
464,Talara,PE,2021-02-15 02:58:25,-4.5772,-81.2719,74.25,83,86,11.72,overcast clouds
465,Morondava,MG,2021-02-15 02:55:23,-20.2833,44.2833,75.69,89,100,13.85,light rain
466,Port Hardy,CA,2021-02-15 02:58:25,50.6996,-127.4199,41.0,81,90,24.16,light rain
467,Matagami,CA,2021-02-15 02:58:25,49.7502,-77.6328,-12.28,90,54,3.09,broken clouds
468,Constantine,DZ,2021-02-15 02:57:44,36.365,6.6147,37.4,93,75,4.61,broken clouds
469,Touros,BR,2021-02-15 02:58:25,-5.1989,-35.4608,78.8,83,20,6.91,few clouds
470,Ahipara,NZ,2021-02-15 02:58:26,-35.1667,173.1667,75.45,71,84,21.16,broken clouds
471,Norton,ZW,2021-02-15 02:55:27,-17.8833,30.7,66.0,84,81,5.01,broken clouds
472,Karratha,AU,2021-02-15 02:58:26,-20.7377,116.8463,87.28,52,92,5.53,overcast clouds
473,Auki,SB,2021-02-15 02:58:26,-8.7676,160.7034,85.14,68,60,7.38,heavy intensity rain
474,Hay River,CA,2021-02-15 02:58:26,60.8156,-115.7999,3.2,66,0,4.61,clear sky
475,Fougamou,GA,2021-02-15 02:58:27,-1.2154,10.5838,73.9,95,100,1.57,light rain
476,Tubmanburg,LR,2021-02-15 02:58:27,6.8708,-10.8172,75.06,97,27,1.68,scattered clouds
477,Vlasikha,RU,2021-02-15 02:58:27,53.2972,83.5742,15.8,73,75,13.42,broken clouds
478,Sola,VU,2021-02-15 02:58:27,-13.8833,167.55,82.38,80,52,12.01,broken clouds
479,Kropotkin,RU,2021-02-15 02:58:27,45.4375,40.5756,28.0,91,100,6.35,snow
480,Kieta,PG,2021-02-15 02:58:28,-6.2167,155.6333,84.47,75,83,8.3,light rain
481,Kokstad,ZA,2021-02-15 02:54:08,-30.5472,29.4241,64.11,94,100,1.66,light rain
482,Lydenburg,ZA,2021-02-15 02:58:28,-25.0978,30.4597,71.01,97,99,1.99,overcast clouds
483,Kendari,ID,2021-02-15 02:58:28,-3.945,122.4989,87.91,57,100,4.29,overcast clouds
484,Vila Franca Do Campo,PT,2021-02-15 02:58:28,37.7167,-25.4333,60.8,77,40,28.77,scattered clouds
485,Ayolas,PY,2021-02-15 02:58:28,-27.4,-56.9,75.56,67,78,4.81,broken clouds
486,Mehamn,NO,2021-02-15 02:58:29,71.0357,27.8492,24.22,96,100,7.81,overcast clouds
487,Baykit,RU,2021-02-15 02:58:29,61.67,96.37,-25.98,78,0,1.48,clear sky
488,Tibiri,NE,2021-02-15 02:58:29,13.5627,7.0485,70.77,21,0,9.22,clear sky
489,Smyrna,US,2021-02-15 02:58:06,33.884,-84.5144,44.6,100,90,6.91,mist
490,Sumenep,ID,2021-02-15 02:58:29,-7.0167,113.8667,80.94,77,100,4.45,overcast clouds
491,Yar-Sale,RU,2021-02-15 02:58:29,66.8333,70.8333,-22.54,86,100,17.22,light snow
492,Murakami,JP,2021-02-15 02:58:29,38.2333,139.4833,44.6,100,75,6.91,light rain
493,Santa Cruz Do Sul,BR,2021-02-15 02:55:26,-29.7175,-52.4258,69.01,98,23,1.01,few clouds
494,Karasjok,NO,2021-02-15 02:58:30,69.4719,25.5112,33.8,80,90,25.32,light rain
495,Yunyang,CN,2021-02-15 02:54:21,33.4474,112.7142,47.5,51,100,13.33,light rain
496,Formosa,AR,2021-02-15 02:56:53,-26.1775,-58.1781,77.0,88,0,5.75,clear sky
497,Ingham,US,2021-02-15 02:58:30,42.6,-84.3833,14.0,67,90,8.05,overcast clouds
498,Pochutla,MX,2021-02-15 02:58:31,15.7432,-96.4661,77.0,41,1,17.27,clear sky
499,Muli,MV,2021-02-15 02:58:31,2.9167,73.5667,81.77,71,100,10.54,overcast clouds
500,Koshurnikovo,RU,2021-02-15 02:58:31,54.1667,93.3,13.8,98,100,1.92,light snow
501,Albanel,CA,2021-02-15 02:58:31,48.8832,-72.4487,6.8,78,88,1.14,overcast clouds
502,Tawang,IN,2021-02-15 02:58:31,27.5833,91.8667,42.03,64,49,3.31,scattered clouds
503,Ormara,PK,2021-02-15 02:58:32,25.2088,64.6357,70.23,59,0,6.02,clear sky
504,Chabahar,IR,2021-02-15 02:58:32,25.2919,60.643,68.86,72,0,10.2,clear sky
505,Boralday,KZ,2021-02-15 02:58:32,43.3578,76.8594,26.6,100,90,4.47,fog
506,Duekoue,CI,2021-02-15 02:58:32,6.7472,-7.3496,73.53,96,6,3.2,clear sky
507,Mangrol,IN,2021-02-15 02:58:33,21.1167,70.1167,67.66,80,0,6.62,clear sky
508,Madaoua,NE,2021-02-15 02:58:33,14.073,5.96,71.98,20,0,8.81,clear sky
509,Wewak,PG,2021-02-15 02:58:33,-3.5534,143.6268,80.17,83,100,8.05,heavy intensity rain
510,Kiama,AU,2021-02-15 02:58:33,-34.6833,150.8667,73.4,46,75,21.85,broken clouds
511,Te Anau,NZ,2021-02-15 02:58:33,-45.4167,167.7167,66.51,55,6,5.59,clear sky
512,Okha,RU,2021-02-15 02:58:34,53.5739,142.9478,11.88,93,62,7.56,broken clouds
513,Kununurra,AU,2021-02-15 02:53:53,-15.7667,128.7333,87.8,89,75,10.36,broken clouds
514,Kaka,TM,2021-02-15 02:58:34,37.3482,59.6143,48.34,51,0,5.64,clear sky
515,Kisangani,CD,2021-02-15 02:55:02,0.5167,25.2,73.54,84,100,2.98,overcast clouds
516,Ketchikan,US,2021-02-15 02:58:34,55.3422,-131.6461,33.8,93,90,4.99,snow
517,Oktyabrskoye,RU,2021-02-15 02:58:34,43.0645,44.7417,28.4,93,41,8.95,scattered clouds
518,Lithakia,GR,2021-02-15 02:58:35,37.7167,20.8333,39.2,87,44,3.44,scattered clouds
519,Cabo San Lucas,MX,2021-02-15 02:57:08,22.8909,-109.9124,68.0,77,20,21.85,few clouds
520,Plover,US,2021-02-15 02:58:35,44.4564,-89.544,-7.6,49,1,5.75,clear sky
521,Tambopata,PE,2021-02-15 02:58:35,-12.7333,-69.1833,72.25,99,100,1.39,overcast clouds
522,Skanderborg,DK,2021-02-15 02:58:35,56.0399,9.9272,30.0,73,100,7.0,overcast clouds
523,Boguchany,RU,2021-02-15 02:58:35,58.3814,97.4531,-18.51,84,0,1.28,clear sky
524,Brownsville,US,2021-02-15 02:54:51,25.9018,-97.4975,35.6,87,90,20.71,overcast clouds
525,Sosnovo-Ozerskoye,RU,2021-02-15 02:58:36,52.5249,111.5418,-7.89,88,100,4.45,overcast clouds
526,Samana,DO,2021-02-15 02:58:36,19.2056,-69.3369,74.8,84,3,10.2,clear sky
527,Ciudad Guayana,VE,2021-02-15 02:58:36,8.3533,-62.6528,75.99,90,37,3.0,scattered clouds
